Author,Title,Content
Sarah Whitten,Netflix is set to report earnings – here’s what Wall Street expects,"In this article
LOS ANGELES — Netflix
is due to report third-quarter earnings after the closing bell Wednesday.
The streaming company is still navigating its transformation from focusing on subscriber growth to focusing on profit, using price hikes, password crackdowns and ad-supported tiers to boost revenue.
Further complicating matters are production delays resulting from a nearly 150-day writers strike that wrapped up in September and an ongoing actors strike that threatens to prevent and postpone production through the new year.
Investors will be looking to hear from the company’s executives about how Netflix will grapple with these headwinds and for a status report on its ad tier.
Here’s what Wall Street expects: 
Netflix in the last week has seen a series of slashed price targets and revised forecasts from Wall Street analysts, most of whom are awaiting further clarity on the company’s growth strategy.
Company executives previously warned investors that its ad tier is still in its infancy and shareholders shouldn’t expect it to have a major impact on revenue until at least the end of the year.
Additionally, they have signaled that operating margins will grow more gradually going forward as it invests in more growth opportunities.
It’s been less than six months since Netflix instituted its password crackdown, so it’s unclear what impact that initiative has had for the company and how much executives will share."
Diana Olick,Mortgage demand falls to the lowest level since 1995 as interest rates near 8%,"Mortgage rates last week rose for the sixth straight week, causing demand for home loans to drop to the lowest level since 1995.
Total application volume fell 6.9% compared with the previous week, according to the Mortgage Bankers Association’s seasonally adjusted index.
The average contract interest rate for 30-year fixed-rate mortgages with conforming loan balances ($726,200 or less) increased to 7.70% from 7.67% and points decreased to 0.71 from 0.75 (including the origination fee) for loans with a 20% down payment. That is the highest rate since November 2000. The rate was 6.94% during the same week one year ago.
Applications for a mortgage to purchase a home dropped 6% week to week and were 21% lower than the same week one year ago.
Applications to refinance a home loan fell 10% for the week and were 12% lower than a year ago.
“Both purchase and refinance applications declined, driven by larger drops for conventional applications,” said Joel Kan, vice president and deputy chief economist at the MBA, in a release. He added that the adjustable-rate mortgage (ARM) share was 9.3%, the highest share in 11 months.
ARMs offer lower rates and can be fixed for up to 10 years before the rate resets. More borrowers are turning to these loan products to gain purchasing power, as both interest rates and home prices are rising.
Mortgage rates moved even higher to start this week, with the 30-year fixed hitting 7.92% on Tuesday, according to Mortgage News Daily. That is a cyclical high. The increase was due to a much stronger-than-expected monthly retail sales report.
Don’t miss these CNBC PRO stories:"
Hugh Son,Morgan Stanley shares fall 8% as wealth management results disappoint,"In this article
Morgan Stanley
posted third-quarter results Wednesday that topped profit estimates on better-than-expected trading revenue.
Here’s what the company reported:
Profit fell 9% to $2.41 billion, or $1.38 a share, from a year ago, the New York-based bank said in a statement. Revenue grew 2% to $13.27 billion, essentially matching expectations.
The bank’s shares fell 8%.
Morgan Stanley’s trading operations helped offset revenue misses elsewhere at the firm. The bank’s bond traders produced $1.95 billion in revenue, roughly $200 million more than the StreetAccount estimate, while equity traders brought in $2.51 billion in revenue, $100 million more than expected.
But the bank’s all-important wealth management division generated $6.4 billion in revenue, below the estimate by more than $200 million, as compensation costs in the division rose. Net interest income sank 9% from the second quarter and will fall again in the fourth quarter, the bank’s CFO warned.
Investment banking accounted for another miss in the quarter, producing $938 million in revenue, below the $1.11 billion estimate, as the company cited weakness in mergers and IPO listings. The bank’s investment management division essentially met expectations with $1.34 billion in revenue.
CEO James Gorman cited a “mixed” environment for his businesses and acknowledged that the firm’s wealth management division gathered fewer new assets than in recent quarters. That’s because surging interest rates have made money market funds and Treasuries attractive, he told analysts Wednesday. The wealth management business was still tracking to hit his three-year goal of generating $1 trillion in new assets, he added.
“When people have a choice of making a 4%, 5% return by doing nothing, they’re not going to be trading in the markets,” Gorman said.
Led by Gorman since 2010, Morgan Stanley has managed to avoid the turbulence afflicting some rivals lately. While Goldman Sachs
was forced to pivot after a foray into retail banking and as Citigroup
struggles to lift its stock price, the main question at Morgan Stanley is about an orderly CEO succession.
In May, Gorman announced his plan to resign within a year, capping a successful tenure marked by massive acquisitions in wealth and asset management. Morgan Stanley’s board has narrowed the search for his successor to three internal executives, he said at the time.
Gorman reiterated his desire to hand over the CEO position to a successor within months.
“This firm is in excellent shape notwithstanding the geopolitical and market turmoil that we find ourselves in,” Gorman said. “My hope and expectation is to hand over Morgan Stanley with as clean a slate as possible and deal with a few of our outstanding issues in the next couple of months.”
Last week, JPMorgan Chase, Wells Fargo and Citigroup each topped expectations for third-quarter profit, helped by low credit costs. Goldman Sachs and Bank of America also beat estimates on stronger-than-expected bond trading results.
Don’t miss these CNBC PRO stories:
Correction: Morgan Stanley’s profit fell 9% to $2.41 billion, or $1.38 a share, from a year ago. An earlier version misstated a figure."
Robert Hum,Want to see what weak discretionary spending looks like? See Winnebago’s results,"In this article
Winnebago
closed out its fiscal year with a solid fourth quarter earnings beat. Adjusted per-share profit of $1.59 easily topped Wall Street expectations thanks to the recreational-vehicle maker’s ability to efficiently manage costs, production and inventories in the quarter.
But that masked a big problem for the company – weaker discretionary spending. It’s a challenge across several sectors, from blue jeans to pizza delivery, as high inflation saps consumers.
The company on Wednesday also posted revenue of $771 million, a nearly 35% decline from a year ago. It fell short of Wall Street’s expected $784 million, as sales in its motorhome RV division significantly missed consensus views ($318 million vs. $355 million expected, according to StreetAccount).
Winnebago blamed “lower unit sales related to current market conditions and dealer efforts to reduce inventories, and higher discounts and allowances.” Unit deliveries of motorhome RVs plunged 52% year-over year.
Price increases weren’t nearly enough to overcome the weak demand.
CEO Michael Happe said “the consumer market continues to be challenged, and our fourth quarter results reflect a stubborn retail environment.”
While the company didn’t give financial guidance, Happe said he expects those trends to continue into the first half of the new fiscal year. By the second half of the fiscal year, though, Happe is optimistic that inventories will normalize and consumer demand will stabilize.
Winnebago’s stock, which was down 3% Wednesday, had fallen about 13% over the last three months, far underperforming the broader market. Rival Thor Industries
had also fallen about 17% in that same timespan – a reflection of the challenging demand conditions across the industry."
Melissa Repko,Walmart beefs up third-party marketplace as it challenges online rival Amazon,"In this article
It was summer in Las Vegas — the temperature hit nearly 110 degrees that late August day — but Christmas was on everyone’s minds.
While Santa Claus wandered around during an invitation-only conference, businesses that sell items on Walmart’s website attended how-to sessions and swapped advice. Walmart leaders gave third-party marketplace sellers an early gift, too: Waiving extra fees for storing merchandise during the peak season.
Doug McMillon, who leads the world’s largest retailer, took the stage and made a sales pitch to the smaller businesses and brands.
“We hope you’ll choose to grow with us,” the CEO told the more than 1,500 attendees, invoking the memory of company founder Sam Walton, who was at one time a small-town entrepreneur. “We want you to bring great items to our marketplace. Our team is here to serve you.”
As Walmart heads into the retail industry’s most important season, the company is trying to recruit and retain hundreds of thousands of independent sellers that fill the company’s virtual shelves with items ranging from lip gloss to Rolex watches. It is also working to coax those sellers into paying Walmart to pack and ship — and even advertise — their products. It is leaning into a moment when inflation has pushed more high-income shoppers to its stores and website.
This holiday season will put Walmart’s e-commerce strategy to the test. Already, the company is using the third-party marketplace to try to drum up early business.
More than half the items included in Walmart’s sales event last week, which kicked off the season, were from its third-party marketplace. The event coincided with Amazon’s Prime Big Deals Days event, but there were no comparisons available.
About 70% of items included in Walmart Plus Week, which coincided with Amazon Prime Day in July, were marketplace items. Walmart wouldn’t share comparisons with sales events in prior years, but said more sellers are participating in the events overall.
There are signs Walmart’s growing third-party marketplace could help the company defy slower spending patterns and capitalize on inflation-wary shoppers.
Online sales for Walmart U.S. rose sharply the past two fiscal quarters, even as other major retailers such as Macy’s
and Target
reported declines. As shoppers at many stores, including Walmart’s own, skipped over discretionary purchases, Walmart’s third-party marketplace saw sales in some discretionary categories such as home and apparel rise by double digits in the most recent fiscal quarter.
Tom Ward, chief e-commerce officer for Walmart U.S., said the company’s app and website have a fresh look, its fulfillment centers and stores have automation that’s helping power more late-night and last-minute deliveries and its growing marketplace has helped create an “endless aisle” of electronics, toys and groceries to give customers a reason to return.
“Customers want choice,” he said. “They want that selection. They want that variety. And as they visit us more and more often, they expect to see it.”
When it comes to e-commerce, Walmart is in a rare spot: the underdog. Its online sales are just a tiny fraction of what Amazon
rings up — and that carries over to the companies’ third-party marketplaces, too.
Customers who shop on Amazon and Walmart’s website see a mix of items. Some items are sold directly by the retailers and others are sold by sellers that own the inventory, list items on other retailers’ websites and share a cut of the profits with those retailers.
Amazon has more than one million active sellers, and Walmart has roughly 100,000, according to Marketplace Pulse, a third-party firm that collects data on e-commerce marketplaces including Amazon, eBay
and Etsy
. Amazon and Walmart do not disclose how many active sellers they have.
For Walmart, closing that large gap is an uphill climb, and also an opportunity, said Rick Watson, CEO of RMW Commerce Consulting, an e-commerce consulting firm with clients that cut across categories such as furniture, fashion and food and beverage categories.
“Amazon has never been known as the most seller-friendly place to do business,” he said. “Something I’ve seen recently is a lot of sellers actually cheering for Walmart because they want an alternative.”
Tension between Amazon and some of its sellers is at the heart of an antitrust lawsuit filed in late September by the Federal Trade Commission against Amazon. The suit accuses the e-commerce behemoth of anticompetitive practices, such as punishing sellers for offering cheaper prices on other websites and strong-arming them into using its fulfillment services.
Amazon denied the allegations in a blog post, saying the company has helped, not harmed, customers, and contributed to lower prices and speedier services.
Watson said sellers can struggle to get someone on the phone on Amazon. At Walmart, on the other hand, he said sellers tend to get more “red carpet treatment.”
But first, Walmart often has to persuade successful sellers on Amazon to take a chance on the relative newcomer, such as companies like Lucky 21.
About a year and a half ago, the apparel retailer that represents national brands such as Disney, New Balance and Reebok tested sales of some items on Walmart’s marketplace.
Melissa LaCognata, vice president and divisional merchandise manager for Lucky 21, said the company knew Walmart was years behind Amazon. Yet, she said it heard about Walmart’s investments in marketplace and knew Walmart already had a large brick-and-mortar customer base and sizable online traffic.
“It’s like being in the second-best mall in the world,” she said. “Why not?”
Last year, Lucky 21 became the largest third-party seller of children’s apparel on Walmart’s website.
But Walmart has had to play a major game of catch-up, such as simplifying the on-boarding process to make it easier for new marketplace sellers to join and launching membership program, Walmart+, to drive more online sales. Three years ago, it launched Walmart Fulfillment Services, which allows sellers to pay the retailer to store inventory and pack and ship orders. Amazon began offering a similar picking-and-packing service in 2006.
This summer, Walmart announced another wave of features to better compete with Amazon. It has begun to offer fulfillment for sellers’ big and bulky items as well as merchandise that comes in multiple boxes, such as canoes or patio sets. It also debuted tools to support sellers’ businesses, such as allowing them to hire Walmart to make local deliveries of cakes or other online orders or pay Walmart for software to power curbside pickup at shops.
Walmart is looking to its more than 4,600 stores across the country as another way to outmatch Amazon.
The stores act as mini warehouses, with more than 50% of online orders fulfilled from its stores as of the end of its most recent quarter, which ended in late July. About 90% of Americans live within 10 miles of a Walmart store, proximity that makes it possible for Walmart to sometimes to get a package to customers’ doors faster than Amazon.
So far, Walmart does not carry third-party marketplace items in its stores, which means customers can’t get those online orders through curbside pickup or ultra-speedy delivery to their homes.
Yet, Jaré Buckley-Cox, vice president of Walmart Fulfillment Services and an Amazon veteran, said that is coming within the next five years and described it as “a high priority.”
Some customers have gotten a glimpse of how that might look. One of Walmart’s popular marketplace items has become tires, which shoppers can ship to select stores and get installed at Walmart’s auto center.
As inflation weighs on Americans’ budgets, Walmart’s marketplace could help the retailer crack one of its longtime challenges: convincing shoppers to buy more high-margin items such as a sweater or purse, along with a box of cereal or loaf of bread.
Walmart has tried and backed away from other strategies to do that. It previously went on an acquisition spree of direct-to-consumer brands with a fan following including Bonobos, Moosejaw and Eloquii after buying Jet.com in a $3.3 billion deal. It has since reversed course and sold off those companies, as it focuses on turning its online business profitable.
Over the past year, Walmart, the country’s largest grocer, has reported market share gains for groceries coming from households that make more than $100,000 a year.
That may be helping to lift the use of Walmart’s app. According to estimates by third-party firm Apptopia, which analyzes trends with mobile apps and connected devices, Walmart’s shopping app has now surpassed Amazon’s in terms of daily use.
The third-party marketplace is another approach: a way to add items without the risk of buying pallets of inventory and wondering if it will sell — or get marked down.
Walmart can monitor and quickly add popular or relevant products, said Michael Mosser, vice president of categories for Walmart’s U.S. marketplace. For example, he said, sellers helped Walmart bulk up on more hot pink and Barbie-themed items. They also can help in unexpected scenarios, such as when smoke from the Canadian wildfires caused East Coast residents to search for air filtration systems, he said.
“We’re not buying products a year out or three quarters of a year out,” Mosser said. “If we see something trending in social media or we see something trending as a cultural moment, we can reach out to our community of sellers and be like, ’Hey, we’re seeing this thing spiking. What do you have for available inventory?”
Some items Walmart has tested and expanded on its website through marketplace are premium brands that Americans may not expect to find on Walmart’s website, such as Michael Kors, Dyson and Solo Stove.
Solo Stove’s fire pits start at about $100 on Walmart.com, but range as high as $1,155 for a set that includes a fire pit, lid, shield and collection of portable camping accessories.
John Merris, CEO of Solo Brands
, said Solo Stove already had traction on Amazon and questioned whether Walmart would draw the kinds of customers willing to spring for a more expensive, discretionary item.
“You wonder not only is it not your customer, but more importantly, does it cheapen your brand?” he said. “Is there a perception with consumers that if your product is found in Walmart that somehow means that you have a lower quality product?”
He said Solo Stove’s perspective changed. It began to sell the smokeless fire pits on Walmart’s website early last year. It got a bump in business during Walmart’s competing sales event during Amazon’s Prime Day in July. Solo Stove’s sales are up 300% on Walmart’s marketplace as of this fall, compared with the year-ago period.
Soon, the fire pits will hit Walmart’s store shelves. Merris got surprised with a purchase order at the company’s seller summit in late August. He joked that he has high hopes for store sales, especially since they’ll be a few aisles away from ingredients for s’mores.
If Walmart uses stores to speed along deliveries and adds more brands across price points that customers love, Merris said the discounter “could be very dangerous for a marketplace like Amazon in the future.”
Don’t miss these CNBC PRO stories:
— CNBC’s Gabriel Cortés contributed to this report."
Amelia Lucas,"Procter & Gamble tops earnings, revenue estimates even as volume falls again","In this article
Procter & Gamble
on Wednesday reported quarterly earnings and revenue that topped analysts’ expectations, despite volume falling for the sixth consecutive quarter.
Shares of the company rose more than 2% in early trading.
Here’s what P&G reported compared with what Wall Street was expecting, based on a survey of analysts by LSEG, formerly known as Refinitiv:
P&G reported fiscal first-quarter net income attributable to the company of $4.52 billion, or $1.83 per share, up from $3.94 billion, or $1.57 per share, a year earlier.
Net sales rose 6% to $21.87 billion. The company’s organic revenue increased 7% in the quarter, helped by higher prices for P&G’s products.
But the company’s volume shrank 1%. The metric excludes the impact of currency and pricing changes to reflect demand.
For roughly two years, P&G has been raising prices on its products like Tide detergent and Charmin toilet paper.
“For obvious reasons we don’t comment on the future direction of pricing, but I will tell you that we’re happy with where we sit currently,” CEO Jon Moeller said Wednesday on CNBC’s “Squawk Box.”
P&G hasn’t gotten any pushback from retailers about its higher prices, beyond “normal discussions” about maximizing customer value, CFO Andre Schulten told analysts on the company’s conference call.
But some consumers aren’t happy with P&G’s higher prices. Some shoppers have switched to cheaper private-label alternatives as a result, and P&G said it saw “pricing-related volume declines” across many of its brands. However, its volume declines have narrowed in recent quarters, and the company expects to report volume growth for the fiscal year.
The company’s baby, feminine and family care segment reported its volume fell 3%. The division includes brands like Pampers and Bounty.
P&G’s grooming segment, which includes Venus and Gillette products, reported a 2% drop in volume.
The company’s fabric and home-care business saw its volume shrink 1%, even as customers bought more of its premium cleaning products, which include Swiffer and Cascade.
P&G’s health-care division was the only segment to report volume growth for the quarter. The company said it saw strong demand for respiratory products, like those made by Vicks.
The company also widened its outlook for fiscal 2024 revenue as it anticipates that foreign exchange rates could be a larger drag than previously expected. The company now projects revenue growth of 2% to 4%, rather than its prior forecast of 3% to 4%.
P&G reiterated its full-year forecast for organic revenue growth, which strips out the impact of acquisitions, divestitures and foreign currency, and for earnings per share growth. But Schulten warned about economic conditions that could weaken performance, like rising energy costs heading into the winter, lower household savings rates and the health of the Chinese market.
Don’t miss these CNBC PRO stories:"
Leslie Josephs,"United Airlines tumbles 8% after warning pricier fuel, Middle East war will cut profits","In this article
United Airlines
on Tuesday said more expensive jet fuel and a halt to the carrier’s Tel Aviv flights during the Israel-Hamas war will eat into its profits in the last three months of the year.
The airline’s shares were down 8% in mid-morning trading.
For the current quarter, the Chicago-based carrier estimated adjusted earnings of between $1.50 and $1.80 a share, below analysts’ forecasts of $2.06.
United would then earn between $9.55 and $9.85 a share, on an adjusted basis, down from its forecast in July of between $11 and $12 a share, based on its projection for the fourth quarter. Jet fuel prices in major U.S. airports are up nearly 25% since the start of summer.
The fourth-quarter guidance “is bleak and worse than our estimates,” wrote Helane Becker, an airline analyst at TD Cowen, in a note on Wednesday. “Given the projections that this will be a long war we are looking at the lower end of the forecast range and assuming no service by year end.”
United and other U.S. and international carriers halted their flights to Israel earlier this month. United had more service to Israel than any of the U.S.-based airlines with service from Washington, D.C.; Newark, New Jersey; and San Francisco, accounting for 2% of its capacity.
United said its fourth-quarter revenue will rise year over year between 9%, if Israel flights remain suspended through the end of the year, and 10.5% if the suspension lasts only through October. Its costs, excluding fuel, will likely rise between 3.5% and 5% in the fourth quarter from 2022, United said.
Speaking to CNBC’s “Squawk Box” on Wednesday, CEO Scott Kirby attributed the increase to “much higher labor costs than anyone anticipated at the start of the year,” delayed aircraft from manufacturers and air traffic controller shortages.
The Israel service suspension comes after a robust summer for air travel with revenue growth for international destinations outpacing sales of domestic tickets. That has put big, global carriers such as United and Delta
on better footing than some discount airlines such as Spirit
, which focus more on U.S. cities and expect losses.
Here’s what United reported for the third quarter compared with what Wall Street expected, based on average estimates compiled by LSEG, formerly known as Refinitiv:
United posted third-quarter net income of $1.14 billion, or $3.42 a share, versus $942 million, or $2.86 a share, a year earlier. Adjusting for one-time items, United posted earnings per share of $3.65.
Revenue rose to $14.48 billion from $12.88 billion.
The carrier will hold a call with analysts and media on Wednesday at 10:30 a.m. ET, when it will face questions on fourth-quarter demand and how the carrier plans to tamp down rising costs."
Contessa Brewer,Thousands of casino workers go on strike in Detroit,"In this article
Auto workers aren’t the only ones on strike in Detroit. Thousands of casino workers, seeking higher wages and better working conditions, walked off the job in the city Tuesday. Casino workers are seeking higher wages and better working conditions as the cost of living has increased in recent years.

The work stoppage targets operations at the MGM Grand Detroit, owned by MGM Resorts International
; MotorCity Casino; and Hollywood Casino at Greektown, owned by Penn Entertainment
.
Striking employees include 3,700 workers employed in positions across the properties, including dealers, cleaning staff, food and beverage workers, valets, engineers and more. They are represented by the Detroit Casino Council, which is made up of five unions including the United Auto Workers.
The effect was immediately clear. MotorCity Casino updated its website showing that high-limit table games and poker rooms as well as casino valet were closed, in addition to its spa and some restaurants and bars.
FanDuel, which operates the FD Sportsbook in conjunction with MotorCity, told CNBC it will be closed with the exception of a non-union MCC employee managing the cash at the counter for patrons needing to cash in tickets, which keeps with Michigan regulatory requirements.
The Hollywood Casino at Greektown said in a statement to CNBC, “We are disappointed by the decision of the Detroit Casino Council as we have made generous, progressive settlement offers that position our team members and business for sustainable success.” The management says it will remain open for business.
Matt Buckley, president and COO of MGM’s Midwest Group, sent a letter to employees of MGM Grand Detroit that made clear the company also intends to keep the property open and running.
“Regarding the status of our negotiations, we’ve made six proposals to the union and our current offer includes the single largest pay increase in the history of MGM Grand Detroit. It is a significant proposal,” he wrote.
The Detroit Casino Council argues casino workers agreed to a three-year contract during the pressure-packed earlier days of the Covid-19 pandemic. The deal, which has now expired, included 3% wage increases even as the cost of living has surged 20% amid high inflation, according to the union.
“In contrast, industry gaming revenues have now surpassed pre-pandemic levels to reach a new record high,” the Detroit Casino Council wrote in a news release. “In 2022, the Detroit casino industry generated $2.27 billion in gaming revenue and is on track for another record-breaking year in 2023. The three Detroit casinos collectively reported $813 million more in total gaming revenues in 2022 than in 2019, but total wages paid to workers represented by the DCC were $34 million less when comparing those same years.”
But brick-and-mortar casinos saw revenues of $1.2 billion in 2022, about a $200 million decline from 2019, before the Covid-19 pandemic.
The Detroit Casino Council revenue numbers include iGaming and online sports revenues. They are required by Michigan gaming regulators to partner with land-based casinos to get a license to operate.
The Detroit Casino Council estimates each day of a strike could put approximately $738,000 in city and state tax revenues and $3.4 million in casino operator revenues at risk.
MGM Resorts, Caesars Entertainmen
t and Wynn Resorts
are also facing possible walkouts in Las Vegas. Nearly 40,000 members of the Culinary Union have authorized a strike, though it hasn’t yet been called. Negotiations are ongoing.
MGM CEO Bill Hornbuckle told CNBC during a keynote presentation at the Global Gaming Expo last week that he and top leadership from the other casinos are involved in intense negotiations. But he said the unions in Las Vegas are influenced by other attention-grabbing strikes.
“It doesn’t help when UAW in Detroit is asking for 40%. I mean, that’s a top line that’s hard to ignore,” Hornbuckle said at the time. “That being said, I think what matters here locally is people’s ability, particularly on the front line to exist, to pay rent and to get to the next step in life. And so I think that’s what’s relevant.“

Don’t miss these CNBC PRO stories:"
Michael Wayland,GM to delay all-electric truck production at Michigan plant until late 2025,"DETROIT – General Motors
said Tuesday it is delaying production of all-electric trucks at a Michigan plant by at least a year to “better manage capital investments” and implement improvements in an effort to make the new EVs more profitable.
GM now plans to begin construction of its next-generation EVs at Orion Assembly in suburban Detroit by late 2025, instead of next year. The factory currently produces Chevrolet Bolt EV models, which GM will cease producing at the end of this year.
The delay is the latest sign of potential trouble for the ambitious, multibillion-dollar plans of traditional automakers to move to electric vehicles. Adoption of EVs, which remain costly to produce and purchase, has been slower than many expected.
“General Motors today confirmed it will retime the conversion of its Orion Assembly plant to EV truck production to late 2025, to better manage capital investment while aligning with evolving EV demand. In addition, we have identified engineering improvements that we will implement to increase the profitability of our products,” the company said in a statement.
The change in plans is not connected to the company’s ongoing contract negotiations with the United Auto Workers union, according to a GM spokesman. However, the contentious talks do involve EVs, and current contract proposals by the company are expected to be more expensive than those in year’s past. The UAW, which represents workers at Orion Assembly, did not immediately respond for comment.
The production delay calls into question GM’s previously announced EV goals, including cumulative production of 400,000 EVs in North American from 2022 through mid-2024, which had already been pushed back. GM also has a goal to exclusively offer consumer EVs by 2035.
A GM spokesman late-Tuesday said there’s currently no change in plans to the company’s EV production targets.
New electric versions of the Chevrolet Silverado and GMC Sierra that were supposed to be produced at Orion Assembly will be assembled at GM’s Factory Zero in Detroit, the company said. Limited production of the Silverado EV is underway, while Sierra is scheduled to begin next year.
Alongside the Silverado EV, Factory Zero is currently building the GMC Hummer EV pickup and SUV and Cruise Origin shuttle.
In January 2022, GM announced it would invest $4 billion to convert Orion Assembly to produce electric trucks. The plant was expected to be its second U.S. assembly plant to exclusively produce EVs. GM said construction includes significant facility and capacity expansion at the site, including new body and paint shops and new general assembly and battery pack assembly areas. 
Roughly 1,000 hourly workers at Orion Assembly will have the option to transfer to other Michigan facilities until the retooling at Orion Assembly is completed.
Don’t miss these CNBC PRO stories:"
Hugh Son,Goldman Sachs tops estimates on stronger-than-expected bond trading,"In this article
Goldman Sachs
posted third-quarter profit and revenue Tuesday that exceeded analysts’ estimates on stronger-than-expected trading revenue.
Shares of the bank fell more than 1%, and are down about 10% for the year.
Here’s what the company reported:
The bank said profit dropped 33% to $2.058 billion, or $5.47 a share, from a year earlier. Revenue also slipped 1% to $11.82 billion, though that topped expectations by roughly $600 million.
Bond trading revenue fell 6% from a year earlier to $3.38 billion, but that was almost $600 million more than what analysts had expected. Goldman cited strength in interest rate products and mortgages, which helped offset declines in trading of currencies, commodities and credit.
The firm’s efforts to boost lending activities in the trading division also helped as fixed income financing revenue reached a record $730 million.
Equities trading revenue climbed 8% from a year earlier to $2.96 billion on higher activity in derivatives, topping the estimate by roughly $200 million.
Investment banking revenue edged higher by 1% to $1.55 billion, slightly exceeding the $1.48 billion estimate.
Among its big bank peers, Goldman Sachs is the most reliant on investment banking and trading revenue.
While it’s made efforts under CEO David Solomon to diversify its revenue stream, first in an ill-fated retail banking push and later as it emphasized growth in asset and wealth management, it is Wall Street that powers the company. Last quarter, trading and advisory accounted for two-thirds of Goldman’s revenue.
That’s been a headwind this year as mergers, initial public offerings and debt issuance all have been muted as the Federal Reserve boosted interest rates to slow the economy down. With signs that activity has picked up lately, analysts will be eager to hear about Goldman’s pipeline of deals.
At the same time, Goldman has taken hits from two areas: Its strategic retrenchment away from retail banking has saddled the firm with losses as it finds buyers for unwanted operations, and its exposure to commercial real estate has resulted in write-downs as well.
The bank said Tuesday it posted a $506 million third-quarter write-down tied to lending business GreenSky, and $358 million in real estate impairments.
“We continue to make significant progress executing on our strategic priorities,” Solomon said in the release. “I also expect a continued recovery in both capital markets and strategic activity if conditions remain conducive. As the leader in M&A advisory and equity underwriting, a resurgence in activity will undoubtedly be a tailwind for Goldman Sachs.”
It was a “messy” quarter for Goldman, with elevated compensation costs and firmwide returns well below the mid-teens medium-term target, Wells Fargo analyst Mike Mayo said in a research note.
Analysts will be keen to hear more on Solomon’s view of the investment banking outlook, as well as how the remaining parts of its consumer effort — mainly, its Apple Card business — fit in the latest iteration of Goldman Sachs.
Jim Cramer’s Investing Club shares what investors should listen for in a company’s earnings call.
Last week, JPMorgan, Wells Fargo
and Citigroup each topped expectations for third-quarter profit, helped by better-than-expected credit costs. Morgan Stanley
is scheduled to post results Wednesday.  
Don’t miss these CNBC PRO stories:"
