Author,Title,Content
Robert Frank,The number of people with at least $100 million has doubled since 2003,"The population of the super wealthy, or those worth $100 million or more, doubled over the past 20 years as asset prices soared around the world, according to a new report.
There are now 28,420 so-called centi-millionaires worldwide, up 12% over last year and more than twice the number in 2003, according to a new report from Henley & Partners, a wealth and migration advisory firm, which used data from New World Wealth.
The surge in centi-millionaires reflects the rapid rise in asset values fueled by low interest rates, which boosted the values of everything from real estate and land to stocks, private companies and art. The rise of tech wealth, especially in the U.S., has also helped fuel the growth in the super wealthy. The number of billionaires in the world has skyrocketed from under 500 people in 2003 to more than 2,600 people today, according to Forbes and other wealth-tracking firms.
Low interest rates and the resulting flood of money across the world since the 2008 financial crisis have also made the money effectively worth less, which has added to the growth of centi-millionaires in terms of dollars.
“The value of money has declined, so in dollar terms, you would expect more centi-millionaires,” said Andrew Amoils, head of research at New World Wealth. “It has also been fueled by strong growth in the U.S. and Asia.”
Amoils said most of today’s centi-millionaires made their fortunes by starting their own companies or helping fund startups. The U.S. is still the dominant capital of entrepreneurship and centi-millionaires, with 38% of the global population worth $100 million or more, according to the report.
Countries with the most centi-millionaires:
Cities with the most centi-millionaires:
Source: Henley & Partners, New World Wealth
With the era of ultra-low interest rates gone for now, the growth rate for centi-millionaires may slow. The report projects the centi-millionaire population will grow 38% over the next decade, from 28,420 people to about 39,000 people by 2033.
“It does look like the next 10 years will be slower than the past 10 years,” Amoils said.
Although the media tends to focus more on billionaires, the report said centi-millionaires are more representative of the world’s super wealthy. The dollar threshold for what it means to be “super wealthy” has increased rapidly over time, said Juerg Steffen, CEO of Henley & Partners.
“Not long ago, in the late 1990s, $30 million was considered by most banks as the fortune that was needed to meet this status,” he said. “However, asset prices have risen significantly since then, making $100 million the new benchmark.”
While many smaller, less-developed countries have very few billionaires, they may have dozens or even hundreds of centi-millionaires. Amoils said there is often little visible difference in lifestyle between a person worth $100 million and a billionaire.
“They might fly on a private jet and have multiple homes,” he said. “And aside from maybe philanthropy,” their lifestyle would basically look the same.”"
Michael Wayland,"Canadian autoworkers strike against General Motors, joining UAW","In this article
DETROIT — Labor strikes are now an international issue for General Motors
after the Detroit automaker failed to reach a tentative agreement by Monday for roughly 4,300 workers represented by Canadian union Unifor.
The Canadian autoworkers will join roughly 9,200 United Auto Workers members who are on strike in the U.S. at two assembly plants and 18 parts and distribution centers for GM. The U.S. strike started Sept. 15 and has since expanded.
The new strikes in the Canadian province of Ontario affect an assembly plant that produces light- and heavy-duty Chevrolet Silverado trucks; production of some V-6 and V-8 engines used in a variety of vehicles such as the Chevrolet Equinox; and a stamping facility that produces parts for various cars and trucks.
Unifor National President Lana Payne said GM “continues to fall short on our pension demands, income supports for retired workers, and meaningful steps to transition temporary workers into permanent, full-time jobs.”
Unifor, which represents 18,000 Canadian workers at the Detroit automakers, took a more traditional approach to its negotiations than its U.S. counterpart. The Canadian union is negotiating with each automaker separately and using a deal first reached last month with Ford as a “pattern” for GM and Chrysler parent Stellantis
.
Payne said in a release early Tuesday that GM is “stubbornly refusing to meet the pattern agreement.”
GM, in a statement, said the company is “disappointed” that a deal couldn’t be reached following “very positive progress on several key priorities over the past weeks.”
“We remain at the bargaining table and are committed to keep working with Unifor to reach an agreement that is fair and flexible,” GM said.
Ford’s three-year deal included hourly wage increases of up to 25%, reactivation of a cost-of-living allowance to battle inflation and a shorter progression for workers to reach top pay, among other new or altered benefits.
The agreement, which covers more than 5,600 workers at Ford facilities in Canada, was ratified by 54% of workers who voted. 
That traditional patterned bargaining approach runs counter to the UAW’s new strategy of bargaining with all three automakers at once.
The UAW has been gradually increasing the strikes since the work stoppages began, after the sides failed to reach tentative agreements by Sept 14. The targeted, or “stand-up,” strikes are taking place instead of national walkouts in which all plants simultaneously strike.
Only 25,200 workers, or roughly 17% of UAW members covered by the expired contracts with the Detroit automakers, are currently on strike. UAW President Shawn Fain previously said the union would increase the work stoppages based on progress in the negotiations.
Thousands of other UAW members have been laid off as a result of the strikes, including roughly 2,175 workers at other GM facilities. Most notably, the Detroit automaker was forced to idle production of a Kansa assembly plant that produces Chevrolet Malibu sedans and Cadillac XT4 crossovers."
Drew Richardson,‘Shark Tank’ star Daymond John’s Black Entrepreneurs Day to return,"“Shark Tank” star Daymond John is looking to give Black business owners a boost for the fourth year running.
The FUBU CEO’s Black Entrepreneurs Day, billed as a celebration of Black business, will return Nov. 1. The event will feature a lineup of celebrity guests such as Whoopi Goldberg and Shaquille O’Neal and insights from top Black business leaders.
Eight winners of a $25,000 entrepreneurship grant will also get the opportunity to appear alongside John during the event. The event will take place at the Apollo Theater in Manhattan and will also be broadcast online via livestream.
This year marks the fourth year of the event, which was first created in part to address “frustration over injustice” after the murder of George Floyd in 2020. Black Entrepreneurs Day was launched later that year to “celebrate” Black business owners amid a focus on systemic racism and economic inequities.
“I remember when Rodney King happened,” John told CNBC. “I did not go and burn businesses — I built one.”
Since 2020, Black Entrepreneurs Day has attracted big-name corporations including JPMorgan Chase
’s Chase for Business and Shopify
.
As the event enters its fourth year, enthusiasm among corporate sponsors has not matched what it was in 2020, when it launched on the heels of the Covid-19 pandemic and widespread Black Lives Matter protests pushing for racial equity.
“It was very easy [to get corporations on board] the first year,” John said. “I said, ‘Will you stand by me and say that you are on the right side of this discussion?’”
Many of the companies standing behind Black Entrepreneurs Day have launched initiatives to support the Black community. Chase allocated $30 billion as part of a racial equity commitment in 2020, which has since been used to deploy 15,000 small business loans, among other initiatives.
John said companies need to show continued support for Black businesses beyond a one-time commitment.
“If you don’t have people in your organization that look like the ones you are serving, then you’re going to chase what’s shinier every day,” John said. “You may think that the systemic issues were solved” by the donation you gave.
John lauded brands including Chase, T-Mobile, The General Insurance and Shopify, which he said have stayed on the “right side” of the issue. He said the companies don’t just hand over money, but also go the extra mile to invest in the Black community.
This year, Black Entrepreneurs Day will feature a star-studded guest list including Goldberg, O’Neal, Cedric the Entertainer, Anthony Anderson and Rick Ross, to discuss their journey as Black entertainers and entrepreneurs.
“People want to know what they did at their lowest point and how they got out of circumstances that many of us have been in or are currently in,” John said.
Black Entrepreneurs Day will partner with the NAACP to give eight entrepreneurs $25,000 issued through the NAACP Powershift Entrepreneur Grant. Business owners who apply and win one of the eight grants will be able to get mentorship from John and join him during the event broadcast.
The grant gets tens of thousands of applications, even outpacing the entries submitted to “Shark Tank,” a globally recognized show, John told CNBC.
The Shopify Pitch Competition will return to this year’s Black Entrepreneurs Day. Current Shopify merchants will have the chance to pitch to three judges live during the broadcast. Winners will be awarded $25,000 and mentorship from John.
Black-owned businesses were hit especially hard by the Covid-19 pandemic, and when federal assistance became available, Black business owners saw less of that money than their white counterparts.
“When the money was issued throughout Covid, a lot of Black farmers and African American businesses got a very small percentage of it and it took them much longer to get it,” John said.
Paycheck Protection Program loans largely failed to reach areas with the highest concentrations of Black-owned businesses, CNBC reported in 2020.
Several businesses have flourished with the money and mentorship provided by the grant, John said, and some business owners are now able to keep their businesses open due in part to the grant funds.
Programming note: John will appear on CNBC’s “Mad Money” at 6 p.m. ET on Tuesday."
Sarah Whitten,Hollywood writers ratify new contract with studios,"The Writers Guild of America has officially ratified its new three-year contract with Hollywood studios.
The guild on Monday announced that 99% of its membership voted to ratify the new deal, with 8,435 votes for “yes” and only 90 for “no.” The terms of the new agreement go from Sept. 25 through May 1, 2026.
“Through solidarity and determination, we have ratified a contract with meaningful gains and protections for writers in every sector of our combined membership,” said Meredith Stiehm, president of Writers Guild of America West.
The WGA secured pay increases in each of the next three years, artificial intelligence restrictions and a new residual system for streaming based on viewership. The guild also negotiated higher contribution rates to health benefits and pensions, as well as a guaranteed number of writers in writers’ rooms for television shows.
The first productions to return after the strike ended were late-night heavyweights Jimmy Fallon, Jimmy Kimmel, Seth Meyers and Stephen Colbert, followed by John Oliver, host of “Last Week Tonight.”
Now it’s the Screen Actors Guild-American Federation of Television and Radio Artists’ turn. The actors guild began negotiations with the likes of Disney, Paramount, Netflix
, Universal and Warner Bros. Discovery last week.
“Until the studios make a deal that addresses the needs of performers, WGA members will be on the picket lines, walking side-by-side with SAG-AFTRA in solidarity,” said Lisa Takeuchi Cullen, president of Writers Guild of America East.
SAG-AFTRA is looking to improve wages, working conditions and health and pension benefits, as well as establish guardrails for the use of AI in future television and film productions. Additionally, the union is seeking more transparency from streaming services about viewership so that residual payments can be made equitable to linear TV. The guild is also looking to standardize the self-tape process.
Disclosure: Comcast is the parent company of NBCUniversal and CNBC. NBCUniversal is part of the AMPTP."
Sarah Whitten,‘The Exorcist: Believer’ now faces its biggest foe: Taylor Swift,"In this article
“The Exorcist: Believer” possessed the box office during its opening weekend, but industry experts wonder if it will continue to turn heads in the weeks to come.
The Universal
and Blumhouse collaboration, the first of three planned films, tallied $26.5 million during its debut, making it the top-grossing film of the weekend. Yet that haul fell just shy of the $30 million prediction set by box office analysts. With international ticket sales, the film has generated $44 million.
Still, on a production budget of just $30 million, “The Exorcist: Believer” could prove profitable if it continues to lure moviegoers in the coming weeks.
There’s just one complication: Taylor Swift.
“The Exorcist: Believer” fled from its original release date (Oct. 13) because Swift announced her Eras Tour concert film would arrive in cinemas that day. The film quickly snared the coveted, higher priced, premium format screens, leaving little room for “The Exorcist: Believer” to eke out a solid opening.
“Moving from Friday the 13th to the 6th was a good move since the inherently strong marketing hook and advantage of having a horror movie opening on this classic day of superstitious importance would’ve likely been outweighed by the overwhelming dominance of that Swift film,” said Paul Dergarabedian, senior media analyst at Comscore.
Representatives for Universal declined to comment.
There was a brief notion that the two films could have partnered to become “Exorswift,” an opposites attract double feature like the summer’s “Barbenheimer” (“Barbie” and “Oppenheimer”). The potential same-day opening was almost immediately shut down when “The Exorcist: Believer” moved its release date up a week. Even producer Jason Blum, head of Blumhouse, was open to the idea.
Dergarabedian threw cold water on how well the combination would have worked, however.
“The notion that an ‘Exorswift’ mashup could have somehow been comparable to the ‘Barbenheimer’ phenomenon is patently absurd given the unlikelihood that legions of Swifties would have an interest in a very R-rated horror movie like ‘The Exorcist: Believer,’” he said. “Thus going all in on a head-to-head matchup with Swift might have proved disastrous.”
After all, Swift’s Eras Tour concert film is already a $100 million blockbuster — and that’s just from presales from AMC Entertainment cinemas which doesn’t include dozens of other theater chains’ sales.
In moving the week before Swift’s film opening, “The Exorcist: Believer” was able to control a higher number of premium screens and more audience attention. Around 34% of all theatrical foot traffic over the weekend was for the film, according to data from EntTelligence. Competition for that traffic included a new “Paw Patrol” film and a number of R-rated features like “Saw X,” “The Nun II,” “The Equalizer 3” and “Expend4bles.”
Box office analysts foresee a sharp drop in ticket sales from “The Exorcist: Believer’s” opening weekend to its second week. A decline is typical for horror movies, but Swift’s film will exacerbate it, the predict.
Word of mouth could also be a factor. Horror movies are usually review-proof, often performing well theatrically despite critical panning. As of Monday, “The Exorcist: Believer” holds a 22% score on Rotten Tomatoes from critics and a 59% audience rating. With several more weeks before Halloween, the film could still pull in moviegoers looking for a fright.
There’s a good reason why Universal couldn’t take the risk on Exorswift. The studio badly needs “The Exorcist: Believer” and its planned sequels to be hits. (The next film, “The Exorcist: Deceiver,” is due April 2025.)
Universal and its streaming partner, Peacock, paid more than $400 million for the rights to The Exorcist brand. Through that investment, the studio has planned a trilogy of films. The company is also able to place previous Exorcist films on Peacock and integrate the IP in other ways, like Halloween Horror Nights at its domestic theme parks.
Still, no movie in the franchise, except for the original, has grossed more than $42 million domestically, according to Comscore. In fact, not counting “Believer,” all of the five sequels and prequels since the first movie have grossed under $150 million combined.
How “Exorcist” films have fared at the domestic box office:
Source: Comscore
*Special edition re-release of the original
“The Exorcist is not a brand or series that’s been prevalent in the pop culture consciousness for decades now, and its few sequels beforehand never lived up to the iconic box office run of the 1973 original,” said Shawn Robbins, chief analyst at BoxOffice.com. “The industry may have gotten a little carried away in expecting a bigger run just because this Exorcist sequel has the Blumhouse name on it.”
“The Exorcist,” released on the day after Christmas in 1973, grossed $193 million domestically, and the “Version You’ve Never Seen” re-release, which featured additional scenes, scored $40 million in 2000.
Otherwise, the franchise is cursed at the box office. “Exorcist II,” which was made in 1977 without creator William Peter Blatty’s involvement, is widely considered one of the worst sequels ever made. Blatty, who died in 2017, wrote and directed 1990′s “The Exorcist III,” but he said the movie’s production company, Morgan Creek, forced him to severely compromise his vision. (The movie has since grown in stature among fans and critics.)
Then there was an ill-fated attempt to produce a prequel film in the 2000s that resulted in two wildly different movies. A generally well-regarded TV series ran on Fox for two seasons in 2016 and 2017, but it was canceled after a significant decline in ratings.
“Will the franchise have a higher ceiling in the years to come? That remains to be seen,” Robbins said. “It will largely come down to creative decisions and how the studios make an effort to attract modern horror audiences rather than leaning on a brand that a big portion of today’s moviegoers haven’t been regularly exposed to.”
Disclosure: NBCUniversal, which distributes “The Exorcist: Believer,” is the parent company of CNBC and Peacock. NBCUniversal owns Rotten Tomatoes."
Lillian Rizzo,"Nelson Peltz increases Disney stake, reignites potential proxy battle","In this article
A proxy battle between Nelson Peltz and Disney
is brewing for the second time this year.
Peltz’s activist firm, Trian Fund Management, has increased its stake in Disney to about 30 million shares, valued at roughly $2.5 billion, according to people familiar with the matter. The stake makes Trian one of the largest shareholders in Disney.
The move comes less than a year after Peltz dropped his initial proxy fight with Disney, and days after the company’s stock reached a 52-week-low.
The firm plans to push for multiple seats on the board this time, including one for Peltz, the people said. Earlier this year, the firm sought only a spot for Peltz.
The nomination window for new board members opens on Dec. 5 and runs until Jan. 4, according to public filings. If Disney rejects Trian’s proposal, the firm could nominate directors during the open window to be voted on at the company’s annual meeting in spring 2024.
A Disney representative didn’t immediately respond to a request for comment.
The Wall Street Journal earlier reported that Peltz increased his Disney stake.
It’s been nearly a year since Bob Iger returned as Disney’s CEO. The company has struggled to make its streaming unit profitable and has announced other initiatives to turn around its business.
Iger has opened the door to selling some of Disney’s assets, particularly its TV networks business. He has also considered looking for an investor in sports channel ESPN.
“After coming back, I realized the company is facing a lot of challenges, some of them self-inflicted,” Iger told CNBC’s David Faber in July.
Iger managed to ward off Peltz in February after the company unveiled a vast restructuring plan that included cost cuts and 7,000 layoffs. Disney said it would slash $5.5 billion in costs, consisting of $3 billion from content, excluding sports, and another $2.5 billion from non-content costs.
When Trian launched its proxy fight in January, the firm had owned about 9.4 million shares valued at roughly $900 million. Peltz had criticized Disney’s $71 billion acquisition of Fox in 2019, its failed succession planning and what he called “weak corporate governance” over the years that has depleted shareholder value.
It’s unclear if Trian has any specific operational ideas for Disney that Iger hasn’t already proposed or has privately rejected. Trian released a slide presentation in January showcasing Disney’s stock underperformance and the activist fund’s own track record of improving corporate valuation.
The fund spent several slides noting how Disney’s acquisition of the majority of 21st Century Fox’s assets has failed to generate a return for shareholders.
Trian also focused on Disney’s inability to find a successor for Iger. The Disney board and Iger have been vetting succession candidates since Iger returned to the CEO job in November, according to people familiar with the matter, and have targeted early 2025 as a logical time to set up that transition.
In July, Disney extended Iger’s contract by another two years to 2026. The succession process has remained a key issue for the company and its leader. Iger returned to Disney following a fallout with Bob Chapek, has handpicked successor."
Leslie Josephs,"Airlines cancel Israel flights, tours scramble to change trips after attacks","Several airlines have suspended service to Israel after surprise attacks by Hamas and Israeli retaliation left hundreds dead and thousands injured.
State Department spokesman Matthew Miller said Monday that nine U.S. citizens were killed. Some U.S. citizens are still unaccounted for “and we are working with our Israeli partners to determine their whereabouts,” he said.
A National Security Council spokesperson said that the U.S. is not “actively” considering an evacuation of U.S. citizens.
Meanwhile the U.S. Federal Aviation Administration on Saturday sent a notice to pilots stating “operators are advised to exercise extreme caution when operating” in the Tel Aviv area because of the attacks.
United Airlines
, Delta Air Lines
and American Airlines
each scrubbed service to Tel Aviv.
Delta said Monday that it would suspend its nonstop flights to and from Tel Aviv through at least the end of October and said it will work with customers to get them out of Israel through partner airlines.
United Flight 954, which departed San Francisco Friday night for Israel, turned back near Greenland, according to flight-tracker FlightAware.
“Our Tel Aviv flights will remain suspended until conditions allow them to resume,” United said on Sunday.
American flights scheduled for early this week were also canceled.
Germany-based Lufthansa Group said all of its flights, including those on Swiss International Air Lines and Austrian Airlines, were suspended into Tel Aviv.
Swiss International Air Lines is planning to send an Airbus A321 with seating for 219 passengers to Tel Aviv on Tuesday in coordination with the Swiss government “intended to offer Swiss nationals in Israel the opportunity of a prompt return to their home country.”
All scheduled commercial service on the airline is canceled through at least Saturday.
“We regret having to do so,” the airline said in a statement. “We are monitoring developments closely and remain in close contact with the relevant authorities.”
British Airways
also canceled flights this weekend and reduced service early in the week. Air France said its Tel Aviv service was canceled “until further notice,” while European budget airlines Wizz
and easyJet
canceled flights to Tel Aviv through at least Monday.
Israeli airline El Al said Sunday that its flights were “operated as scheduled” and said it was expanding its schedule to help offset the cancellations. Emirates Airline also continued to operate flights between Tel Aviv to Dubai, and Turkish Airlines flew between Tel Aviv and Istanbul.
El Al and other carriers also offered travel waivers for customers to delay or cancel their trips.
Cruise operator Royal Caribbean
said it adjusted several itineraries to bypass the area because of the attacks. “Impacted guests are being notified directly,” the company said in a statement.
Some tour operators worked to get travelers out of the country quickly.
Nadav Peretz, founder of OUTstanding Travel, a Tel Aviv-based tour company that caters to the LGBTQ+ community, said he had more than 30 clients in the country at the time of the attacks and that customers quickly found flights out of the country and were refunded for the rest of their trips.
“Unfortunately, we had to send people back to the airport after two or three days of their trip,” Peretz said by phone.
Intrepid Travel said it “had a small number” of travelers in the country when the attacks began on Saturday and that all guides and customers are accounted for.
Zina Bencheikh, managing director of Intrepid Travel’s Middle East and Africa business, said that the company’s customers who were in the middle of a tour in Israel during the attacks had mostly left the country, with the exception of one who was set to leave on Monday.
The company canceled its tours in Israel through the end of the month."
Laya Neelakandan,Cruise prices are way up as operators meet surging travel demand,"In this article
As vacationers emerge into a post-pandemic travel world, cruises have made a spectacular comeback — and ticket prices are surging.
Cruise operators such as Carnival
and Royal Caribbean Cruises
are setting some ticket prices higher than pre-pandemic levels and are indicating they may raise them further, even as they post pre-Covid profits.
According to data from Cruise Critic, a cruise review site owned by Tripadvisor, the average price of a five-night cruise in the Caribbean for December of this year is $736, roughly 37% higher than the average price a year earlier. Compared to 2019, before the Covid-19 pandemic decimated the cruising industry, December ticket prices are up 43%.
Carnival CEO Josh Weinstein said during a call with Wall Street analysts at the end of September that the company’s third-quarter net revenue per passenger per day reached a record high. The company’s booking volumes likewise hit an all-time high, pushing cruise occupancy and revenue beyond 2019 levels, he said.
Especially as costs of labor, food and fuel continue to rise, Carnival executives noted on the call, the company, which owns multiple major cruise brands, is “well-positioned to drive 2024 pricing higher.”
A Carnival spokesperson declined to comment on the company’s specific future pricing actions but said in a statement to CNBC that the company has been able to deliver a value of 25% to 50% over “comparable land-based vacation alternatives.”
Carnival sees “ample headroom” to close that gap, the spokesperson said.
Royal Caribbean CEO Jason Liberty echoed the sentiment, saying on that company’s post-earnings call in July that his company is also considering increasing prices to meet the surge in demand.
Aaron Saunders, a senior editor at Cruise Critic, said part of what’s driving the price surge is the comparison to high airfares.
As inflation surges, airfare tickets have reached sky-high prices, with international airfare up 26% from 2019, according to an August estimate by fare-tracking company Hopper.
With travelers facing higher costs across the broader sector, and considering cruises typically include additional amenities such as meals and entertainment, consumers are likely to gravitate in that direction, Saunders said.
That demand is being driven by both seasoned cruisers and first timers, he said, a dynamic the industry hasn’t historically seen much of. Even so, Saunders said he believes the high prices might be here to stay.
″[The higher prices] are likely subject to fluctuation — but what we’re seeing, generally speaking, is that the higher prices are here today, but those higher prices will ping pong around throughout different sectors,” Saunders said, noting that the Caribbean market is currently one of the most popular sectors. “Cruise lines aren’t being required to drop prices the way they used to … they’re just simply not having to lower fares or to really offer too many incentives because people are just booking.”
Truist Securities analyst Patrick Scholes said while rising oil prices are important to monitor for context for the cruise industry, there’s not enough of a correlation between that increase and the increase in cruise prices to explain the propped-up tickets.
“They’re raising prices naturally — fuel or no fuel, the demand is there for them to be raising prices,” Scholes said.
While in a pre-pandemic world, last-minute bookings meant cheaper deals to secure a cabin, Scholes said, the prices are now so high that they’ll only increase more as the vacation date nears.
For now, the record-high ticket prices show no signs of slowing, according to Ashley Kosciolek, senior cruise writer at The Points Guy. Kosciolek noted that the industry is also seeing higher prices for beverage packages and add-on amenities that used to be included in fares.
“Let’s also not forget that the industry’s three largest parent companies — Carnival, Royal Caribbean and Norwegian Cruise Line Holdings
— are still paying off billions in debt incurred during the pandemic,” she said."
Brandon Gomez,"Hispanic inclusion in corporate America lagged in 2022, new survey finds","Hispanic inclusion in corporate America lagged last year, particularly in three key areas — C-suite representation, talent development and supplier procurement — according to the Hispanic Association on Corporate Responsibility’s 2023 Corporate Inclusion Index.
While Hispanics make up 18% of the U.S. workforce, according to the Bureau of Labor Statistics, they are overrepresented in nonexempt positions, which represent 73% of the Hispanic workforce according to HACR’s research.
Nonexempt positions often offer fewer benefits, limited autonomy and fewer advancement opportunities, which can stifle the ability of Hispanic workers to advance within companies.
″There’s no precise way to define success in the case of these things,” said Lisette Garcia, HACR chief research officer. “It’s more about ensuring that people feel engaged and committed and valued and that their voice matters, but that’s where benchmarking and doing these surveys matter.”
The corporate advocacy group’s annual report, which measures Hispanic inclusion in employment, procurement, governance and philanthropy, was provided exclusively to CNBC ahead of its wider release.
It includes data from 92 companies — many within the Fortune 500 — collected between January and April.
A key finding from HACR: The lack of representation typically begins right at the start of the pipeline.
While all companies that participated in the survey reported offering internship programs, only 13% of interns in 2022 identified as Hispanic.
Garcia clarified that number may in reality be higher since demographic data collection around interns isn’t always conducted.
While the vast majority of companies say they prioritize “mentorship” and “succession planning initiatives,” at 91% and 97% of respondents, respectively, almost one-third of companies said they do not have clearly defined goals or metrics to evaluate the success of internal talent development and program success.
“One way of combatting issues related to Hispanic inclusion in corporate America is investments in internship programs as a way of attracting new employees,” HACR noted in its report.
Hispanic representation on corporate boards was even more troubling, according to the findings. Just 7% of board seats at respondent companies were held by Hispanics according to HACR, and only 2% of seats were held by Latinas.
Almost half the companies surveyed had no Hispanic board directors.
As for supplier diversity, HACR found fewer than 1% of companies supplying to survey respondents were Hispanic in 2022, and just slightly more than 1% of total spend was with Hispanic-owned businesses.
Garcia also noted those results amount to best estimates, not perfect numbers, since companies aren’t required to collect demographic information for their supplier pool. She also shared in her research that the companies collecting this data and sharing their results are often those committed to leading the charge.
“Companies who really understand the value of this work for their business bottom line are going to be the ones that keep moving forward,” she said. “The sheer numbers of population growth and buying power tell us that companies aren’t going to really have a choice.”
While Hispanic inclusion lagged, HACR noted survey participation was up 12%, offering hope for future improvement.
“In spite of everything that’s happening in society at large with attacks on DEI work and attacks on marginalized people in the United States, we’re seeing companies be interested in benchmarking,” said Garcia.
“There’s this renewed interest in saying, ‘Hey, where am I? What do I need to do to get better,’ and for me, that’s all I need to hear.”
Disclosure: CNBC’s parent company Comcast is among the companies that participated in HACR’s annual survey."
Lillian Rizzo,"For U.S. investors seeking an edge in European soccer, the cheaper the better","For U.S. investors looking to score an investment in a European soccer club, some of the focus is shifting toward the clubs with lower valuations and typically not in the marquee tier of the sport overseas.
Some investors, particularly in the U.S., are shifting toward a so-called multi-club model, or investing in smaller clubs with lower valuations, as they try to take a piece of the international sports market at smaller deal valuations.
This comes as deep-pocketed investors — from top U.S. private equity and venture capital firms to global rivals like sovereign wealth funds — have intensified competition.
“In terms of private equity and high net worth individuals, soccer is more of a global sport than almost any U.S. sport,” said Charles Baker, co-chair of law firm Sidley’s entertainment, sports and media group. “There are huge populations that can be accessed — in both the regions they play in and the world.”
That global nature of soccer fans — and the growing popularity in the U.S. — often translates into higher revenue opportunities from broadcast media rights deals to merchandising.
The owners behind clubs including Manchester United, Chelsea FC and Newcastle have seen revenue multiples step up, and in many cases valuations have doubled, PitchBook noted in a report that concluded most clubs would sell at a premium.
Deal valuations across the top five European soccer leagues have exploded from more than $70 million in 2018 to roughly $5.2 billion in 2022, according PitchBook. Meanwhile, more than one-third of the clubs in the so-called “Big Five” leagues in Europe are backed by U.S. investors, including private equity and venture capital firms.
The spike in 2022 came from a consortium led by U.S. investor Todd Boehly and private equity firm Clearlake Capital acquiring the English Premier League’s Chelsea for more than $5 billion, as well as RedBird Capital Partners’ takeover of Italy’s AC Milan from Elliott Management for nearly $1.3 billion.
“These recent transactions have set a precedent in terms of club valuation but also prompted many owners to consider selling to [private equity],” according to an analyst report from PitchBook.
Some firms, like Sixth Street Partners, have found different outlets into taking a stake in European soccer, particularly in Spain’s LaLiga. The firm acquired a stake in the Spanish broadcast rights of FC Barcelona, the former longtime home of superstar Lionel Messi, and also paid about $380 million for a stake in Real Madrid’s stadium operations.
The shift is happening as soccer clubs have been looking for fresh capital following the distress stemming from the earlier days of the Covid pandemic. Revenue decreased as coronavirus restrictions kept fans out of the stands and costs rose, which led to an opening for more U.S. investors to take a stake in the increasingly popular global sport.
Last month, U.S. investor Fenway Sports Group sold a minority stake in Liverpool FC to Dynasty Equity, in a move to help it pay down debt stemming from the pandemic and costs from upgrading the team’s home field and buying high-profile players.
Various English Premier League clubs have been reportedly open to discussions with buyers, including recently Sheffield United and Manchester United.
This has led some U.S. investors to find creative ways into the European sports market.
Lower tier leagues like England’s Championship League and League One are attractive plays at smaller valuations, and each have teams open to buyers and investors, noted Neil Barlow, an attorney at Clifford Chance.
“One thing to be mindful of is relegation — it’s taken PE firms and other financial buyers a bit of time to get more comfortable with that. At the same time, they understand the upside of promotion,” said Baker. In soccer, teams face relegation to lower leagues if they have a disappointing season.
Irwin Raij, also co-chair of law firm Sidley’s entertainment, sports and media group, said the firm has seen plenty of investors with business plans to take lower tier teams to a higher level through investment. “It sounds easier than it is to implement. We’ve seen interest from a broad variety of investors in that space,” Raij said.
There’s also rising interest in other teams across Europe, letting U.S. middle-market investors snap up multiple teams and move toward a so-called “multi-club” model.
Valuations across these teams are typically in line with each other. It also allows for a model in which players can be transferred throughout the various clubs owned by the same investor, building up their talent and potentially being sold to a higher league — similar to the minor leagues in the U.S.
Through this method, investors “can find synergies between comparable clubs,” either on the same continent or across the globe, while also leveraging governance, technology and data sharing between the clubs, Barlow said.
“It’s a strategy a lot of other U.S.-based investors are circling around deploying,” Barlow said.
City Football Club is a multi-club outfit that includes Abu Dhabi United Group as its majority investor. It’s also backed by U.S. private equity firm Silver Lake, and Chinese investors hold a small stake.
City Football Club owns the Premier League’s powerhouse and recent champion Manchester City, as well as Major League Soccer’s New York City Football Club and Australia’s Melbourne City.
But as larger private equity firms chase the top teams, middle-market firms are looking to raise funds to chase the multi-club strategy, Barlow noted.
One U.S. firm that has been using this strategy is 777 Partners.
The Florida-based company recently agreed to buy a majority stake in the Premier League’s Everton for a reported $685 million, after building its portfolio with other European soccer clubs in the past few years.
In 2018, the firm took a stake in the Spain’s Sevilla FC, and followed suit with investments in clubs in various countries from Genoa C.F.C. in Italy and Red Star FC in France to clubs in Brazil and Australia.
Correction: This story has been updated to correct that RedBird Capital Partners acquired AC Milan. An earlier version mischaracterized the transaction."
